Date,Close,Open,High,Low,Vol.,Change %
12-Aug-18,1.1631,1.1616,1.1631,1.0933,1.75K,0.13%
11-Aug-18,1.1616,1.2042,1.257,1.0715,6.62K,-3.53%
10-Aug-18,1.2042,1.3926,1.4017,1.1997,7.84K,-13.53%
9-Aug-18,1.3926,1.3117,1.3928,1.2825,3.51K,6.17%
8-Aug-18,1.3117,1.5,1.671,1.3028,17.68K,-12.55%
7-Aug-18,1.5,1.518,1.6594,1.5,1.44K,-1.19%
6-Aug-18,1.518,2.0142,2.632,1.518,1.04K,-24.64%
5-Aug-18,2.0142,1.5485,2.4472,1.5485,-,30.08%
4-Aug-18,1.5485,1.578,2.5949,1.4857,0.76K,-1.87%
3-Aug-18,1.578,1.6891,1.6891,1.4383,7.02K,-6.58%
2-Aug-18,1.6891,1.6003,1.994,1.5005,16.03K,5.55%
1-Aug-18,1.6003,1.751,1.8089,1.6003,2.76K,-8.61%
31-Jul-18,1.751,2.1,2.1239,1.751,1.23K,-16.62%
30-Jul-18,2.1,2.1887,2.2298,2.0053,6.28K,-4.05%
29-Jul-18,2.1887,2.2004,2.4904,2.1313,1.76K,-0.53%
28-Jul-18,2.2004,2.25,2.5205,2.1956,1.63K,-2.20%
27-Jul-18,2.25,2.1783,2.3164,2.12,4.24K,3.29%
26-Jul-18,2.1783,2.3612,2.4325,2.1783,1.49K,-7.75%
25-Jul-18,2.3612,2.353,2.8,2.22,7.57K,0.35%
24-Jul-18,2.353,2.22,2.353,2.1687,8.99K,5.99%
23-Jul-18,2.22,2.37,2.6066,2.22,4.96K,-6.33%
22-Jul-18,2.37,2.4251,2.5458,2.3478,1.54K,-2.27%
21-Jul-18,2.4251,2.2982,2.4993,2.264,9.00K,5.52%
20-Jul-18,2.2982,2.7219,2.7219,2.2982,16.97K,-15.57%
19-Jul-18,2.7219,2.7519,2.8266,2.7,7.46K,-1.09%
18-Jul-18,2.7519,2.7891,2.9808,2.6338,26.38K,-1.33%
17-Jul-18,2.7891,2.4841,2.8211,2.4205,17.43K,12.41%
16-Jul-18,2.4812,2.2016,2.4968,2.197,20.73K,12.70%
15-Jul-18,2.2016,2.1899,2.3788,2.1899,1.82K,0.53%
14-Jul-18,2.1899,2.1648,2.255,2.1183,8.40K,1.16%
13-Jul-18,2.1648,2.2368,2.3063,2.1648,12.05K,-3.22%
12-Jul-18,2.2368,2.2862,2.3172,2.1241,11.84K,-2.16%
11-Jul-18,2.2862,2.2547,2.2862,2.1633,12.63K,1.40%
10-Jul-18,2.2547,2.4385,2.4391,2.1085,23.83K,-7.54%
9-Jul-18,2.4385,2.6826,2.6826,2.4124,31.20K,-9.10%
8-Jul-18,2.6826,2.6034,2.7329,2.5269,11.03K,3.04%
7-Jul-18,2.6034,2.6013,2.66,2.4633,14.16K,0.08%
6-Jul-18,2.6013,2.5458,2.6202,2.4408,6.00K,2.18%
5-Jul-18,2.5458,2.6808,2.755,2.484,11.61K,-5.04%
4-Jul-18,2.6808,2.5923,2.7896,2.5027,21.90K,3.41%
3-Jul-18,2.5923,2.7256,2.8317,2.5804,46.77K,-4.89%
2-Jul-18,2.7256,2.4526,2.7559,2.4287,23.63K,11.13%
1-Jul-18,2.4526,2.4382,2.4868,2.3288,6.11K,2.06%
30-Jun-18,2.4032,2.3254,2.5163,2.298,18.76K,6.43%
29-Jun-18,2.258,2.1762,2.2993,2.1049,5.00K,3.76%
28-Jun-18,2.1762,2.3115,2.3237,2.172,4.23K,-5.85%
27-Jun-18,2.3113,2.1956,2.3402,2.1465,6.39K,4.92%
26-Jun-18,2.2029,2.4095,2.4135,2.2029,4.33K,-9.08%
25-Jun-18,2.423,2.4818,2.4905,2.2407,26.01K,-2.37%
24-Jun-18,2.4817,2.5165,2.9981,2.0771,50.54K,-1.39%
23-Jun-18,2.5167,2.5172,2.6705,2.4593,14.31K,0.41%
22-Jun-18,2.5064,2.9434,3.0301,2.4845,32.44K,-14.85%
21-Jun-18,2.9435,2.8421,3.3217,2.818,33.99K,3.57%
20-Jun-18,2.842,2.7787,2.8545,2.6258,7.03K,2.28%
19-Jun-18,2.7786,2.749,3.5219,2.7236,18.79K,1.97%
18-Jun-18,2.7249,2.5923,2.7997,2.5649,10.03K,5.11%
17-Jun-18,2.5923,2.7069,2.79,2.5923,3.44K,-4.23%
16-Jun-18,2.7069,2.6222,2.7069,2.5215,6.02K,3.23%
15-Jun-18,2.6222,2.9304,2.937,2.5748,14.00K,-10.52%
14-Jun-18,2.9305,2.5746,3.0403,2.4704,24.70K,13.80%
13-Jun-18,2.575,2.6955,3.0592,2.4016,24.06K,-6.53%
12-Jun-18,2.755,3.1681,3.2034,2.6706,13.80K,-13.05%
11-Jun-18,3.1684,3.1208,3.2363,3.0104,14.18K,3.23%
10-Jun-18,3.0693,3.7766,3.7766,3.0693,21.96K,-18.75%
9-Jun-18,3.7775,3.9313,4.0074,3.7775,4.11K,-2.56%
8-Jun-18,3.8767,4.093,4.0934,3.803,10.10K,-5.28%
7-Jun-18,4.093,3.9393,4.5668,3.9275,16.02K,3.90%
6-Jun-18,3.9392,4.0734,4.0734,3.7057,13.52K,-3.29%
5-Jun-18,4.0734,3.8874,4.1837,3.2131,15.96K,3.74%
4-Jun-18,3.9267,4.3146,4.5188,3.9267,11.08K,-8.38%
3-Jun-18,4.2861,4.2424,4.5452,4.1419,5.65K,1.04%
2-Jun-18,4.2422,4.1149,4.4133,4.1149,3.71K,3.10%
1-Jun-18,4.1147,4.2455,4.2706,3.9675,6.57K,-2.27%
31-May-18,4.2101,4.0269,4.4059,3.9016,11.62K,4.55%
30-May-18,4.0269,4.1534,4.3229,3.8153,12.71K,-3.03%
29-May-18,4.1529,3.7403,4.3617,3.6314,16.14K,11.03%
28-May-18,3.7402,4.2053,4.212,3.6535,11.94K,-11.06%
27-May-18,4.2055,4.2405,4.5375,4.0874,11.38K,-0.82%
26-May-18,4.2403,4.3237,4.64,4.2266,12.85K,-1.99%
25-May-18,4.3263,4.5484,4.6255,4.3263,8.70K,-4.88%
24-May-18,4.5484,4.2979,4.7236,4.1962,12.99K,5.83%
23-May-18,4.2979,4.8915,5.0652,4.2505,21.76K,-11.88%
22-May-18,4.8776,5.3443,5.4088,4.5497,15.06K,-8.73%
21-May-18,5.3443,5.7168,5.8127,5.2836,14.39K,-6.52%
20-May-18,5.7168,5.4888,5.8127,5.4377,8.44K,4.16%
19-May-18,5.4888,5.6559,5.6962,5.394,5.56K,-2.95%
18-May-18,5.6559,5.5128,5.826,5.2903,6.10K,2.60%
17-May-18,5.5128,5.9382,6.2874,5.4832,7.67K,-7.16%
16-May-18,5.9382,6.1271,6.1271,5.8046,6.44K,-3.08%
15-May-18,6.1271,6.4251,6.5663,6.0793,4.13K,-4.64%
14-May-18,6.4253,6.6936,6.7125,6.0534,7.84K,-4.01%
13-May-18,6.6936,6.3492,6.8291,6.0665,3.27K,5.42%
12-May-18,6.3492,6.218,6.8948,5.6832,15.15K,2.11%
11-May-18,6.218,7.0412,7.1471,5.9478,17.14K,-11.69%
10-May-18,7.0412,7.7922,8.086,7.0006,6.62K,-9.64%
9-May-18,7.7922,8.1284,8.1284,7.3092,7.84K,-4.14%
8-May-18,8.1284,8.5842,8.5847,7.8686,7.09K,-4.22%
7-May-18,8.4867,8.8519,8.8519,8.0109,17.25K,-4.13%
6-May-18,8.8519,9.281,9.3325,8.4005,11.91K,-4.64%
5-May-18,9.283,9.4381,9.8856,9.1074,20.43K,-1.64%
4-May-18,9.4381,9.9516,10.6509,9.1494,33.44K,-5.16%
3-May-18,9.9516,8.6556,10.4555,8.3589,40.88K,14.97%
2-May-18,8.6555,8.3146,8.8092,7.9131,15.54K,4.11%
1-May-18,8.3142,8.7157,8.7157,7.54,29.18K,-4.61%
30-Apr-18,8.7157,8.9687,10.1879,8.241,53.79K,-2.82%
29-Apr-18,8.9687,7.4561,10.4662,7.4451,56.12K,20.29%
28-Apr-18,7.4561,7.3759,7.8225,7.0597,27.71K,1.09%
27-Apr-18,7.3759,7.7589,7.7783,6.9824,22.12K,-4.94%
26-Apr-18,7.7589,6.7031,7.7611,6.4435,27.30K,15.75%
25-Apr-18,6.7031,8.1521,8.189,6.3661,46.24K,-17.77%
24-Apr-18,8.1521,7.8122,8.3579,7.5762,49.65K,4.35%
23-Apr-18,7.8122,7.3219,8.0324,7.2236,42.85K,6.70%
22-Apr-18,7.3219,7.5762,8.1283,7.2666,20.35K,-3.36%
21-Apr-18,7.5764,7.2049,7.6438,6.8437,52.42K,5.16%
20-Apr-18,7.2046,6.9492,7.4051,6.8026,47.52K,2.55%
19-Apr-18,7.0257,6.5838,7.2517,6.4521,34.28K,6.71%
18-Apr-18,6.5838,5.9398,6.7432,5.825,29.80K,10.84%
17-Apr-18,5.9398,5.942,6.4041,5.6257,21.04K,-0.04%
16-Apr-18,5.942,6.1975,6.6174,5.5988,23.08K,-4.12%
15-Apr-18,6.1975,5.9215,6.3493,5.842,18.35K,4.66%
14-Apr-18,5.9215,5.8413,6.1564,5.5368,32.57K,1.37%
13-Apr-18,5.8413,5.6136,6.9464,5.3808,61.51K,4.06%
12-Apr-18,5.6136,5.2973,5.804,4.8754,43.05K,5.97%
11-Apr-18,5.2973,4.6949,6.2621,4.6237,28.46K,12.83%
10-Apr-18,4.6949,4.751,4.9191,4.5832,16.26K,-1.18%
9-Apr-18,4.751,5.0798,5.2791,4.6966,17.28K,-6.47%
8-Apr-18,5.0798,5.0592,5.3224,4.8735,6.76K,0.41%
7-Apr-18,5.0592,4.9558,5.3915,4.9558,4.83K,2.09%
6-Apr-18,4.9558,5.1275,5.1336,4.8861,10.25K,-3.35%
5-Apr-18,5.1275,5.1111,5.2209,4.9434,16.76K,0.32%
4-Apr-18,5.1111,5.9784,6.0677,5.109,18.39K,-14.51%
3-Apr-18,5.9784,5.3019,6.1646,5.242,27.55K,12.76%
2-Apr-18,5.3019,5.2645,5.4543,5.1206,19.79K,0.71%
1-Apr-18,5.2645,5.4292,5.5086,4.815,27.41K,-3.03%
31-Mar-18,5.4292,5.077,5.7863,5.0133,25.15K,6.94%
30-Mar-18,5.077,5.0909,5.4701,4.8122,79.25K,-0.27%
29-Mar-18,5.0909,6.4969,6.5119,5.0367,64.40K,-21.64%
28-Mar-18,6.4969,6.5585,6.9299,6.4422,6.54K,-0.94%
27-Mar-18,6.5583,6.9128,7.1189,6.3728,16.52K,-5.13%
26-Mar-18,6.9126,7.7134,7.8971,6.4638,32.44K,-10.38%
25-Mar-18,7.7134,7.7315,7.8996,7.5136,8.29K,-0.23%
24-Mar-18,7.7315,8.164,8.3813,7.7056,9.78K,-5.30%
23-Mar-18,8.164,8.2736,8.2736,7.4106,27.97K,-1.32%
22-Mar-18,8.2736,8.8293,9.0393,7.5539,24.33K,-6.29%
21-Mar-18,8.8293,8.9701,9.8735,8.3077,24.68K,-1.57%
20-Mar-18,8.9701,8.0554,9.6233,7.7529,28.94K,11.35%
19-Mar-18,8.0554,8.2273,8.9069,7.4002,54.95K,-2.09%
18-Mar-18,8.2273,7.8038,8.7142,6,88.93K,5.43%
17-Mar-18,7.8039,8.6624,8.9992,7.7862,14.28K,-9.91%
16-Mar-18,8.6624,8.8225,9.406,8.2206,19.23K,-1.81%
15-Mar-18,8.8225,9.2261,9.7637,8.2056,20.07K,-4.37%
14-Mar-18,9.2261,11.1171,11.143,8.639,31.43K,-17.01%
13-Mar-18,11.1171,10.9725,11.3079,9.6692,12.80K,1.32%
12-Mar-18,10.9725,11.3791,12.1562,10.2073,21.23K,-3.57%
11-Mar-18,11.3791,10.8728,11.9644,10.3987,16.42K,4.66%
10-Mar-18,10.8728,11.4583,12.9379,10.4431,25.30K,-5.11%
9-Mar-18,11.4583,9.9737,11.897,8.6432,51.64K,14.89%
8-Mar-18,9.9737,11.6967,12.2895,9.9222,24.08K,-14.73%
7-Mar-18,11.6967,13.3175,14.023,10.9114,25.10K,-12.17%
6-Mar-18,13.3175,14.6876,14.8338,12.6079,53.04K,-9.37%
5-Mar-18,14.6939,14.7835,15.6588,14.6939,8.45K,-0.61%
4-Mar-18,14.7835,14.9093,15.836,14.3414,9.28K,-0.84%
3-Mar-18,14.9093,16.0495,16.3853,14.4024,33.89K,-7.10%
2-Mar-18,16.0495,17.1604,17.369,15.8596,21.00K,-6.47%
1-Mar-18,17.1604,14.4149,17.3728,14.4131,35.35K,19.05%
28-Feb-18,14.4149,15.3702,15.6238,13.5633,29.34K,-6.22%
27-Feb-18,15.3702,13.9091,16.3718,13.451,-,10.51%
26-Feb-18,13.9091,12.156,14.5763,11.2063,-,14.42%
25-Feb-18,12.156,14.2086,14.6145,10.7599,-,-14.41%
24-Feb-18,14.2029,12.9429,16.655,11.7243,-,9.05%
23-Feb-18,13.0236,9.2605,13.3757,9.094,-,40.65%
22-Feb-18,9.2596,7.8681,10.2359,7.8222,-,18.94%
21-Feb-18,7.7849,6.8832,8.3918,6.5451,-,13.14%
20-Feb-18,6.8807,8.5448,8.7435,6.7819,-,-19.46%
19-Feb-18,8.5437,8.5985,9.1105,8.4424,-,-0.60%
18-Feb-18,8.5951,9.4314,9.6286,8.5106,-,-9.01%
17-Feb-18,9.4463,9.5818,9.9682,9.2289,-,-1.26%
16-Feb-18,9.5669,9.3157,10.102,8.5809,-,2.86%
15-Feb-18,9.3012,8.9008,9.3813,7.6412,-,3.98%
14-Feb-18,8.945,8.8756,9.6688,8.4959,-,0.45%
13-Feb-18,8.9051,9.7594,9.9007,8.7257,-,-8.55%
12-Feb-18,9.7378,8.2786,10.0594,8.2786,-,17.76%
11-Feb-18,8.2693,9.4369,9.5156,8.2053,-,-12.28%
10-Feb-18,9.4267,10.2799,10.6015,8.5256,-,-7.92%
9-Feb-18,10.2373,10.9174,11.6853,8.9664,-,-5.99%
8-Feb-18,10.8902,10.0402,11.8784,10.0402,-,9.03%
7-Feb-18,9.9878,10.8332,12.9817,9.3813,-,-8.68%
6-Feb-18,10.9367,9.0283,11.4829,6.5951,-,20.50%
5-Feb-18,9.0759,12.6804,13.0525,7.3888,-,-28.53%
4-Feb-18,12.6986,16.5221,16.5221,11.7025,-,-22.86%
3-Feb-18,16.4613,16.7248,17.056,14.1437,-,0.20%
2-Feb-18,16.4277,16.5408,18.0853,12.7134,-,-0.74%
1-Feb-18,16.5494,20.444,20.5665,15.026,-,-19.12%
31-Jan-18,20.4609,17.0664,20.4609,15.9897,-,20.27%
30-Jan-18,17.0124,18.5059,19.2578,13.6476,-,-8.11%
29-Jan-18,18.5132,19.8698,20.4307,17.8334,-,-6.66%
28-Jan-18,19.8346,19.2329,21.3118,17.6833,-,3.15%
27-Jan-18,19.2292,17.4076,20.1566,16.7141,-,10.24%
26-Jan-18,17.4425,12.8347,17.9434,12.8004,-,35.54%
25-Jan-18,12.8687,15.3101,15.3571,12.6209,-,-16.12%
24-Jan-18,15.3422,13.8279,15.3422,11.969,-,10.64%
23-Jan-18,13.8666,14.4004,15.0818,12.8278,-,-3.75%
22-Jan-18,14.4067,16.966,17.223,13.315,-,-14.82%
21-Jan-18,16.9133,19.5462,19.9909,16.1557,-,-13.30%
20-Jan-18,19.5088,17.4473,20.0022,17.3881,-,12.38%
19-Jan-18,17.359,18.3544,19.6696,15.5026,-,-5.56%
18-Jan-18,18.3804,18.3435,20.6479,16.5755,-,0.95%
